reg;week;P_f;P_h;P;pop_f;pop_h;cl_age90;pop
93;2020-S21;4;3;8;280751;296087;19;576838
93;2020-S21;18;6;25;254404;255552;29;509956
93;2020-S21;15;6;22;310704;288398;39;599102
93;2020-S21;23;12;36;325559;305827;49;631386
93;2020-S21;22;20;43;353104;325389;59;678493
93;2020-S21;15;19;36;336327;296459;69;632786
93;2020-S21;12;20;33;279820;229699;79;509519
93;2020-S21;33;13;46;171274;113716;89;284990
93;2020-S21;38;10;48;58896;21758;90;80654
93;2020-S21;184;115;307;2639673;2415978;0;5055651
94;2020-S21;0;0;0;16311;17433;09;33744
94;2020-S21;1;0;1;16679;18132;19;34811
94;2020-S21;1;0;1;16782;16579;29;33361
94;2020-S21;1;2;3;23044;20580;39;43624
94;2020-S21;3;1;4;23065;22140;49;45205
94;2020-S21;0;1;1;24549;23421;59;47970
94;2020-S21;1;1;2;23212;21883;69;45095
94;2020-S21;1;0;1;19544;17141;79;36685
94;2020-S21;0;0;0;11227;8178;89;19405
94;2020-S21;0;0;0;3332;1447;90;4779
94;2020-S21;8;5;13;177745;166934;0;344679
01;2020-S22;0;0;0;19979;20155;09;40134
01;2020-S22;0;1;1;24994;25489;19;50483
01;2020-S22;0;1;1;17868;16690;29;34558
01;2020-S22;0;0;0;22328;14821;39;37149
01;2020-S22;1;0;1;28652;20276;49;48928
01;2020-S22;0;0;0;33264;27260;59;60524
01;2020-S22;0;0;0;27135;23978;69;51113
01;2020-S22;0;0;0;18401;14661;79;33062
01;2020-S22;0;0;0;9633;6375;89;16008
01;2020-S22;0;0;0;3410;1510;90;4920
01;2020-S22;1;2;3;205664;171215;0;376879
02;2020-S22;0;0;0;16881;17110;09;33991
02;2020-S22;0;0;0;21410;21604;19;43014
02;2020-S22;0;0;0;16017;15479;29;31496
02;2020-S22;0;0;0;19825;14455;39;34280
02;2020-S22;0;0;0;24719;18248;49;42967
02;2020-S22;3;1;4;34361;28310;59;62671
02;2020-S22;0;0;0;28061;24495;69;52556
02;2020-S22;0;0;0;18231;15278;79;33509
02;2020-S22;1;0;1;11090;7677;89;18767
02;2020-S22;0;0;0;3992;1506;90;5498
02;2020-S22;4;1;5;194587;164162;0;358749
03;2020-S22;4;1;8;31123;30920;09;62043
03;2020-S22;11;11;26;29370;29268;19;58638
03;2020-S22;6;20;28;21458;18963;29;40421
03;2020-S22;12;17;30;21276;18326;39;39602
03;2020-S22;7;11;23;18164;16593;49;34757
03;2020-S22;5;5;12;13469;13557;59;27026
03;2020-S22;3;7;10;8776;8670;69;17446
03;2020-S22;1;1;3;3777;3591;79;7368
03;2020-S22;0;4;4;1649;1072;89;2721
03;2020-S22;0;1;1;485;184;90;669
03;2020-S22;49;78;145;149547;141144;0;290691
04;2020-S22;0;1;1;60314;61377;09;121691
04;2020-S22;3;1;4;66065;68387;19;134452
04;2020-S22;3;2;5;51059;47156;29;98215
04;2020-S22;1;0;1;58788;45780;39;104568
04;2020-S22;1;2;3;61408;52207;49;113615
04;2020-S22;0;0;0;64838;60759;59;125597
04;2020-S22;0;2;2;47008;42843;69;89851
04;2020-S22;0;0;0;25509;21184;79;46693
04;2020-S22;0;0;0;13168;7647;89;20815
04;2020-S22;0;0;0;3209;1253;90;4462
04;2020-S22;8;8;16;451366;408593;0;859959
05;2020-S22;0;0;0;362.366008612902;341.338819562748;09;703.704828175651
05;2020-S22;0;0;0;353.376145114279;370.349735405642;19;723.725880519921
05;2020-S22;0;0;0;218.593559489256;256.539602589476;29;475.133162078732
05;2020-S22;0;0;0;404.225408693299;360.321910454353;39;764.547319147651
05;2020-S22;0;0;0;520.067953604221;497.108383964256;49;1017.17633756848
05;2020-S22;0;0;0;468.146063921917;510.087601910415;59;978.233665832332
05;2020-S22;0;0;0;340.368470050554;334.366842191253;69;674.735312241807
05;2020-S22;0;0;0;212.598666888387;192.597753227106;79;405.196420115493
05;2020-S22;0;0;0;148.727797095705;61.8681715431829;89;210.595968638888
05;2020-S22;0;0;0;32.9601271090696;10.9909785719784;90;43.9511056810479
05;2020-S22;0;0;0;3061.43020057959;2935.56979942041;0;5997
06;2020-S22;3;0;3;42583;42380;09;84963
06;2020-S22;5;29;34;33369;31925;19;65294
06;2020-S22;25;99;124;21571;15080;29;36651
06;2020-S22;22;37;59;21550;16147;39;37697
06;2020-S22;13;22;35;14193;13939;49;28132
06;2020-S22;10;12;22;7171;7597;59;14768
06;2020-S22;3;5;8;3629;4117;69;7746
06;2020-S22;0;2;2;1577;1457;79;3034
06;2020-S22;0;0;0;531;474;89;1005
06;2020-S22;0;0;0;88;93;90;181
06;2020-S22;81;207;288;146262;133209;0;279471
07;2020-S22;0;0;0;485;549;09;1034
07;2020-S22;0;0;0;403;432;19;835
07;2020-S22;0;0;0;764;841;29;1605
07;2020-S22;0;0;0;824;928;39;1752
07;2020-S22;0;0;0;788;1020;49;1808
07;2020-S22;0;0;0;678;870;59;1548
07;2020-S22;0;0;0;360;382;69;742
07;2020-S22;0;0;0;231;190;79;421
07;2020-S22;0;0;0;114;67;89;181
07;2020-S22;0;0;0;24;11;90;35
07;2020-S22;0;0;0;4671;5290;0;9961
08;2020-S22;0;0;0;2715.22592983026;2997.75551488675;09;5712.98144471701
08;2020-S22;0;0;0;2778.51901080978;3160.9156459093;19;5939.43465671908
08;2020-S22;0;0;0;2080.8882988764;1718.16634315323;29;3799.05464202964
08;2020-S22;0;0;0;2701.8582062647;1896.52641413317;39;4598.38462039786
08;2020-S22;0;0;0;3151.45861023308;2460.52498233809;49;5611.98359257117
08;2020-S22;0;1;1;2620.29868333099;2422.23566154656;59;5042.53434487755
08;2020-S22;0;0;0;1621.44173420671;1438.58325779464;69;3060.02499200135
08;2020-S22;0;0;0;626.575909335673;526.358467843651;79;1152.93437717932
08;2020-S22;0;0;0;205.018522985054;140.993639349697;89;346.012162334751
08;2020-S22;0;0;0;50.0325684687745;20.62259870351;90;70.6551671722846
08;2020-S22;0;1;1;18551.3174743414;16782.6825256586;0;35334
11;2020-S22;17;14;45;783071;811785;09;1594856
11;2020-S22;26;46;73;761456;784653;19;1546109
11;2020-S22;85;57;142;850145;801772;29;1651917
11;2020-S22;77;52;130;914360;843488;39;1757848
11;2020-S22;90;66;156;845609;826202;49;1671811
11;2020-S22;82;48;131;793566;745070;59;1538636
11;2020-S22;57;68;125;628649;549192;69;1177841
11;2020-S22;37;40;77;434606;358356;79;792962
11;2020-S22;100;46;147;261425;162933;89;424358
11;2020-S22;132;11;143;89253;32619;90;121872
11;2020-S22;704;448;1173;6362140;5916070;0;12278210
24;2020-S22;1;2;3;139720;144686;09;284406
24;2020-S22;4;3;7;152979;161185;19;314164
24;2020-S22;12;10;23;122237;126536;29;248773
24;2020-S22;11;8;19;150359;142009;39;292368
24;2020-S22;12;13;25;161829;158758;49;320587
24;2020-S22;7;8;15;172552;168011;59;340563
24;2020-S22;9;10;19;172509;158177;69;330686
24;2020-S22;7;5;12;129428;110593;79;240021
24;2020-S22;11;4;15;87342;56882;89;144224
24;2020-S22;12;4;16;31210;12071;90;43281
24;2020-S22;86;67;154;1320165;1238908;0;2559073
27;2020-S22;1;1;2;143373;149679;09;293052
27;2020-S22;1;0;1;160962;173003;19;333965
27;2020-S22;6;3;9;133746;142254;29;276000
27;2020-S22;4;5;9;160004;155407;39;315411
27;2020-S22;4;3;7;172333;169564;49;341897
27;2020-S22;9;5;14;189979;183788;59;373767
27;2020-S22;3;2;5;192591;178206;69;370797
27;2020-S22;3;9;12;146876;127546;79;274422
27;2020-S22;10;8;18;96896;61575;89;158471
27;2020-S22;7;1;8;33148;12109;90;45257
27;2020-S22;48;37;86;1429908;1353131;0;2783039
28;2020-S22;0;4;4;180735;186856;09;367591
28;2020-S22;1;2;3;200125;213621;19;413746
28;2020-S22;4;3;7;168922;173007;29;341929
28;2020-S22;3;1;4;196628;188487;39;385115
28;2020-S22;2;0;2;205396;201699;49;407095
28;2020-S22;5;3;8;222002;213866;59;435868
28;2020-S22;3;2;5;224688;203758;69;428446
28;2020-S22;1;1;2;163192;135543;79;298735
28;2020-S22;5;4;9;109691;65377;89;175068
28;2020-S22;6;1;7;37222;12685;90;49907
28;2020-S22;30;21;51;1708601;1594899;0;3303500
32;2020-S22;13;7;20;358062;373689;09;731751
32;2020-S22;18;32;50;387045;406742;19;793787
32;2020-S22;36;21;58;342304;348587;29;690891
32;2020-S22;36;19;55;382485;369972;39;752457
32;2020-S22;45;24;69;382510;376716;49;759226
32;2020-S22;34;18;52;386937;376527;59;763464
32;2020-S22;17;19;36;371211;330938;69;702149
32;2020-S22;26;20;46;250542;201459;79;452001
32;2020-S22;55;21;77;163399;89786;89;253185
32;2020-S22;44;6;50;48384;15367;90;63751
32;2020-S22;324;187;513;3072879;2889783;0;5962662
44;2020-S22;5;7;12;291525;306839;09;598364
44;2020-S22;9;8;17;320255;339504;19;659759
44;2020-S22;32;25;58;302020;314428;29;616448
44;2020-S22;26;19;46;342222;333292;39;675514
44;2020-S22;24;21;45;349727;344491;49;694218
44;2020-S22;34;15;50;381371;373239;59;754610
44;2020-S22;26;20;46;367165;335850;69;703015
44;2020-S22;19;21;40;250387;215436;79;465823
44;2020-S22;40;26;66;170825;105192;89;276017
44;2020-S22;37;6;43;51248;16731;90;67979
44;2020-S22;252;168;423;2826745;2685002;0;5511747
52;2020-S22;4;9;14;213594;223900;09;437494
52;2020-S22;9;15;24;240818;255197;19;496015
52;2020-S22;14;15;29;197010;200630;29;397640
52;2020-S22;17;21;38;231204;224885;39;456089
52;2020-S22;17;21;38;243874;243418;49;487292
52;2020-S22;17;16;33;244100;239116;59;483216
52;2020-S22;9;5;14;241796;221345;69;463141
52;2020-S22;10;6;16;177805;149903;79;327708
52;2020-S22;4;6;10;119561;75822;89;195383
52;2020-S22;17;8;25;42559;15260;90;57819
52;2020-S22;118;122;241;1952321;1849476;0;3801797
53;2020-S22;2;1;3;173813;182358;09;356171
53;2020-S22;4;8;12;202720;214740;19;417460
53;2020-S22;6;7;13;163116;173196;29;336312
53;2020-S22;8;7;15;190526;187674;39;378200
53;2020-S22;7;7;14;212098;212015;49;424113
53;2020-S22;4;4;8;223699;219176;59;442875
53;2020-S22;3;2;5;227435;209274;69;436709
53;2020-S22;4;0;4;169992;140910;79;310902
53;2020-S22;5;5;10;118117;69883;89;188000
53;2020-S22;5;1;6;37370;12267;90;49637
53;2020-S22;48;42;90;1718886;1621493;0;3340379
75;2020-S22;5;4;9;293104;305291;09;598395
75;2020-S22;2;5;7;337141;357785;19;694926
75;2020-S22;16;16;32;295024;300618;29;595642
75;2020-S22;6;13;19;347871;331233;39;679104
75;2020-S22;11;20;31;384742;372771;49;757513
75;2020-S22;14;7;21;413361;390880;59;804241
75;2020-S22;7;3;10;425623;384060;69;809683
75;2020-S22;5;6;11;325086;276298;79;601384
75;2020-S22;10;7;17;213986;139308;89;353294
75;2020-S22;8;2;10;77600;28200;90;105800
75;2020-S22;84;83;167;3113538;2886444;0;5999982
76;2020-S22;2;1;3;305956;318589;09;624545
76;2020-S22;2;2;4;338942;356969;19;695911
76;2020-S22;6;6;12;316210;319570;29;635780
76;2020-S22;11;10;21;356758;337587;39;694345
76;2020-S22;11;8;19;376541;363812;49;740353
76;2020-S22;8;8;16;402608;383750;59;786358
76;2020-S22;7;3;10;394889;358997;69;753886
76;2020-S22;4;7;11;308664;263806;79;572470
76;2020-S22;10;2;12;195838;129272;89;325110
76;2020-S22;10;6;16;69372;26728;90;96100
76;2020-S22;71;53;124;3065778;2859080;0;5924858
84;2020-S22;1;3;4;459549;481088;09;940637
84;2020-S22;6;5;11;487711;511905;19;999616
84;2020-S22;14;9;23;443824;451094;29;894918
84;2020-S22;15;10;25;512522;493262;39;1005784
84;2020-S22;21;10;32;520248;515106;49;1035354
84;2020-S22;21;19;40;529611;514848;59;1044459
84;2020-S22;9;16;25;486720;439940;69;926660
84;2020-S22;15;10;26;372151;315211;79;687362
84;2020-S22;17;9;26;237198;150524;89;387722
84;2020-S22;19;2;21;81185;28680;90;109865
84;2020-S22;138;93;260;4130719;3901658;0;8032377
93;2020-S22;2;3;5;268834;283093;09;551927
93;2020-S22;5;2;7;280751;296087;19;576838
93;2020-S22;11;4;18;254404;255552;29;509956
93;2020-S22;10;14;26;310704;288398;39;599102
93;2020-S22;12;26;39;325559;305827;49;631386
93;2020-S22;14;9;24;353104;325389;59;678493
93;2020-S22;14;12;29;336327;296459;69;632786
93;2020-S22;8;12;23;279820;229699;79;509519
93;2020-S22;12;9;22;171274;113716;89;284990
93;2020-S22;19;9;28;58896;21758;90;80654
93;2020-S22;107;100;221;2639673;2415978;0;5055651
94;2020-S22;0;0;0;16311;17433;09;33744
94;2020-S22;0;0;0;16679;18132;19;34811
94;2020-S22;0;0;0;16782;16579;29;33361
94;2020-S22;1;0;1;23044;20580;39;43624
94;2020-S22;0;0;0;23065;22140;49;45205
94;2020-S22;0;0;0;24549;23421;59;47970
94;2020-S22;1;1;2;23212;21883;69;45095
94;2020-S22;0;0;0;19544;17141;79;36685
94;2020-S22;2;1;3;11227;8178;89;19405
94;2020-S22;0;0;0;3332;1447;90;4779
94;2020-S22;4;2;6;177745;166934;0;344679
01;2020-S23;0;0;0;19979;20155;09;40134
01;2020-S23;1;0;1;24994;25489;19;50483
01;2020-S23;1;1;2;17868;16690;29;34558
01;2020-S23;0;0;0;22328;14821;39;37149
01;2020-S23;1;0;1;28652;20276;49;48928
01;2020-S23;1;0;1;33264;27260;59;60524
01;2020-S23;0;2;2;27135;23978;69;51113
01;2020-S23;0;0;0;18401;14661;79;33062
01;2020-S23;0;0;0;9633;6375;89;16008
01;2020-S23;0;0;0;3410;1510;90;4920
01;2020-S23;4;3;7;205664;171215;0;376879
02;2020-S23;0;0;0;16881;17110;09;33991
02;2020-S23;1;0;1;21410;21604;19;43014
02;2020-S23;0;1;1;16017;15479;29;31496
02;2020-S23;2;0;2;19825;14455;39;34280
02;2020-S23;0;0;0;24719;18248;49;42967
02;2020-S23;1;0;1;34361;28310;59;62671
02;2020-S23;1;1;2;28061;24495;69;52556
02;2020-S23;2;0;2;18231;15278;79;33509
02;2020-S23;0;0;0;11090;7677;89;18767
02;2020-S23;0;0;0;3992;1506;90;5498
02;2020-S23;7;2;9;194587;164162;0;358749
03;2020-S23;9;6;15;31123;30920;09;62043
03;2020-S23;17;11;31;29370;29268;19;58638
03;2020-S23;20;18;39;21458;18963;29;40421
03;2020-S23;29;21;51;21276;18326;39;39602
03;2020-S23;23;20;45;18164;16593;49;34757
03;2020-S23;12;19;31;13469;13557;59;27026
03;2020-S23;4;13;17;8776;8670;69;17446
03;2020-S23;2;2;4;3777;3591;79;7368
03;2020-S23;0;3;3;1649;1072;89;2721
03;2020-S23;0;0;0;485;184;90;669
03;2020-S23;116;114;237;149547;141144;0;290691
04;2020-S23;0;0;5;60314;61377;09;121691
04;2020-S23;1;0;1;66065;68387;19;134452
04;2020-S23;1;1;2;51059;47156;29;98215
04;2020-S23;0;0;0;58788;45780;39;104568
04;2020-S23;1;2;3;61408;52207;49;113615
04;2020-S23;1;0;1;64838;60759;59;125597
04;2020-S23;0;0;0;47008;42843;69;89851
04;2020-S23;0;0;0;25509;21184;79;46693
04;2020-S23;0;0;0;13168;7647;89;20815
04;2020-S23;0;0;0;3209;1253;90;4462
04;2020-S23;4;3;12;451366;408593;0;859959
05;2020-S23;0;0;0;362.366008612902;341.338819562748;09;703.704828175651
05;2020-S23;0;0;0;353.376145114279;370.349735405642;19;723.725880519921
05;2020-S23;0;0;0;218.593559489256;256.539602589476;29;475.133162078732
05;2020-S23;1;0;1;404.225408693299;360.321910454353;39;764.547319147651
05;2020-S23;0;0;0;520.067953604221;497.108383964256;49;1017.17633756848
05;2020-S23;0;0;0;468.146063921917;510.087601910415;59;978.233665832332
05;2020-S23;0;0;0;340.368470050554;334.366842191253;69;674.735312241807
05;2020-S23;0;0;0;212.598666888387;192.597753227106;79;405.196420115493
05;2020-S23;0;0;0;148.727797095705;61.8681715431829;89;210.595968638888
05;2020-S23;0;0;0;32.9601271090696;10.9909785719784;90;43.9511056810479
05;2020-S23;1;0;1;3061.43020057959;2935.56979942041;0;5997
06;2020-S23;1;2;3;42583;42380;09;84963
06;2020-S23;12;10;24;33369;31925;19;65294
06;2020-S23;17;24;41;21571;15080;29;36651
06;2020-S23;16;15;31;21550;16147;39;37697
06;2020-S23;14;13;27;14193;13939;49;28132
06;2020-S23;13;10;23;7171;7597;59;14768
06;2020-S23;2;6;8;3629;4117;69;7746
06;2020-S23;2;3;5;1577;1457;79;3034
06;2020-S23;0;2;2;531;474;89;1005
06;2020-S23;0;1;1;88;93;90;181
06;2020-S23;77;86;165;146262;133209;0;279471
07;2020-S23;0;0;0;485;549;09;1034
07;2020-S23;0;0;0;403;432;19;835
07;2020-S23;0;0;0;764;841;29;1605
07;2020-S23;0;0;0;824;928;39;1752
07;2020-S23;0;0;0;788;1020;49;1808
07;2020-S23;0;0;0;678;870;59;1548
07;2020-S23;0;0;0;360;382;69;742
07;2020-S23;0;0;0;231;190;79;421
07;2020-S23;0;0;0;114;67;89;181
07;2020-S23;0;0;0;24;11;90;35
07;2020-S23;0;0;0;4671;5290;0;9961
08;2020-S23;0;0;0;2715.22592983026;2997.75551488675;09;5712.98144471701
08;2020-S23;0;0;0;2778.51901080978;3160.9156459093;19;5939.43465671908
08;2020-S23;0;0;0;2080.8882988764;1718.16634315323;29;3799.05464202964
08;2020-S23;0;0;0;2701.8582062647;1896.52641413317;39;4598.38462039786
08;2020-S23;0;0;0;3151.45861023308;2460.52498233809;49;5611.98359257117
08;2020-S23;0;0;0;2620.29868333099;2422.23566154656;59;5042.53434487755
08;2020-S23;0;0;0;1621.44173420671;1438.58325779464;69;3060.02499200135
08;2020-S23;0;0;0;626.575909335673;526.358467843651;79;1152.93437717932
08;2020-S23;0;0;0;205.018522985054;140.993639349697;89;346.012162334751
08;2020-S23;0;0;0;50.0325684687745;20.62259870351;90;70.6551671722846
08;2020-S23;0;0;0;18551.3174743414;16782.6825256586;0;35334
11;2020-S23;8;13;22;783071;811785;09;1594856
11;2020-S23;15;20;35;761456;784653;19;1546109
11;2020-S23;55;53;111;850145;801772;29;1651917
11;2020-S23;63;48;114;914360;843488;39;1757848
11;2020-S23;66;56;122;845609;826202;49;1671811
11;2020-S23;61;57;118;793566;745070;59;1538636
11;2020-S23;55;54;109;628649;549192;69;1177841
11;2020-S23;34;28;62;434606;358356;79;792962
11;2020-S23;49;23;72;261425;162933;89;424358
11;2020-S23;63;12;75;89253;32619;90;121872
11;2020-S23;469;368;848;6362140;5916070;0;12278210
24;2020-S23;1;0;1;139720;144686;09;284406
24;2020-S23;3;1;4;152979;161185;19;314164
24;2020-S23;5;2;7;122237;126536;29;248773
24;2020-S23;3;0;3;150359;142009;39;292368
24;2020-S23;2;4;6;161829;158758;49;320587
24;2020-S23;6;5;11;172552;168011;59;340563
24;2020-S23;1;1;2;172509;158177;69;330686
24;2020-S23;3;2;5;129428;110593;79;240021
24;2020-S23;9;4;13;87342;56882;89;144224
24;2020-S23;6;3;9;31210;12071;90;43281
24;2020-S23;39;22;61;1320165;1238908;0;2559073
27;2020-S23;0;0;0;143373;149679;09;293052
27;2020-S23;0;2;2;160962;173003;19;333965
27;2020-S23;7;4;11;133746;142254;29;276000
27;2020-S23;6;0;6;160004;155407;39;315411
27;2020-S23;4;0;4;172333;169564;49;341897
27;2020-S23;7;2;9;189979;183788;59;373767
27;2020-S23;1;1;2;192591;178206;69;370797
27;2020-S23;3;7;10;146876;127546;79;274422
27;2020-S23;13;8;21;96896;61575;89;158471
27;2020-S23;10;2;12;33148;12109;90;45257
27;2020-S23;51;26;77;1429908;1353131;0;2783039
28;2020-S23;2;5;7;180735;186856;09;367591
28;2020-S23;0;4;4;200125;213621;19;413746
28;2020-S23;2;6;8;168922;173007;29;341929
28;2020-S23;4;3;7;196628;188487;39;385115
28;2020-S23;3;1;4;205396;201699;49;407095
28;2020-S23;2;1;3;222002;213866;59;435868
28;2020-S23;0;0;0;224688;203758;69;428446
28;2020-S23;1;3;4;163192;135543;79;298735
28;2020-S23;4;1;5;109691;65377;89;175068
28;2020-S23;1;1;2;37222;12685;90;49907
28;2020-S23;19;25;44;1708601;1594899;0;3303500
32;2020-S23;7;13;20;358062;373689;09;731751
32;2020-S23;12;8;20;387045;406742;19;793787
32;2020-S23;29;15;44;342304;348587;29;690891
32;2020-S23;36;17;53;382485;369972;39;752457
32;2020-S23;31;18;49;382510;376716;49;759226
32;2020-S23;17;16;33;386937;376527;59;763464
32;2020-S23;23;21;45;371211;330938;69;702149
32;2020-S23;9;18;28;250542;201459;79;452001
32;2020-S23;40;17;57;163399;89786;89;253185
32;2020-S23;34;12;46;48384;15367;90;63751
32;2020-S23;238;155;396;3072879;2889783;0;5962662
44;2020-S23;8;7;16;291525;306839;09;598364
44;2020-S23;8;7;15;320255;339504;19;659759
44;2020-S23;41;26;67;302020;314428;29;616448
44;2020-S23;40;19;60;342222;333292;39;675514
44;2020-S23;38;21;59;349727;344491;49;694218
44;2020-S23;41;13;55;381371;373239;59;754610
44;2020-S23;23;23;47;367165;335850;69;703015
44;2020-S23;28;27;55;250387;215436;79;465823
44;2020-S23;45;28;73;170825;105192;89;276017
44;2020-S23;33;8;41;51248;16731;90;67979
44;2020-S23;305;179;503;2826745;2685002;0;5511747
52;2020-S23;2;8;10;213594;223900;09;437494
52;2020-S23;6;23;30;240818;255197;19;496015
52;2020-S23;16;3;19;197010;200630;29;397640
52;2020-S23;6;17;23;231204;224885;39;456089
52;2020-S23;11;9;20;243874;243418;49;487292
52;2020-S23;13;7;21;244100;239116;59;483216
52;2020-S23;3;5;8;241796;221345;69;463141
52;2020-S23;9;0;9;177805;149903;79;327708
52;2020-S23;5;4;9;119561;75822;89;195383
52;2020-S23;7;2;10;42559;15260;90;57819
52;2020-S23;78;78;159;1952321;1849476;0;3801797
53;2020-S23;1;2;3;173813;182358;09;356171
53;2020-S23;2;0;2;202720;214740;19;417460
53;2020-S23;1;3;4;163116;173196;29;336312
53;2020-S23;2;2;4;190526;187674;39;378200
53;2020-S23;0;3;3;212098;212015;49;424113
53;2020-S23;3;5;8;223699;219176;59;442875
53;2020-S23;1;0;1;227435;209274;69;436709
53;2020-S23;0;1;1;169992;140910;79;310902
53;2020-S23;2;3;5;118117;69883;89;188000
53;2020-S23;0;0;0;37370;12267;90;49637
53;2020-S23;12;19;31;1718886;1621493;0;3340379
75;2020-S23;2;0;2;293104;305291;09;598395
75;2020-S23;7;2;9;337141;357785;19;694926
75;2020-S23;3;2;5;295024;300618;29;595642
75;2020-S23;5;3;8;347871;331233;39;679104
75;2020-S23;4;1;5;384742;372771;49;757513
75;2020-S23;3;7;10;413361;390880;59;804241
75;2020-S23;4;5;9;425623;384060;69;809683
75;2020-S23;5;8;13;325086;276298;79;601384
75;2020-S23;2;2;4;213986;139308;89;353294
75;2020-S23;2;0;2;77600;28200;90;105800
75;2020-S23;37;31;68;3113538;2886444;0;5999982
76;2020-S23;1;2;4;305956;318589;09;624545
76;2020-S23;3;1;4;338942;356969;19;695911
76;2020-S23;3;10;13;316210;319570;29;635780
76;2020-S23;11;7;18;356758;337587;39;694345
76;2020-S23;9;7;16;376541;363812;49;740353
76;2020-S23;5;8;14;402608;383750;59;786358
76;2020-S23;2;3;5;394889;358997;69;753886
76;2020-S23;1;3;4;308664;263806;79;572470
76;2020-S23;8;5;13;195838;129272;89;325110
76;2020-S23;8;0;8;69372;26728;90;96100
76;2020-S23;51;46;99;3065778;2859080;0;5924858
84;2020-S23;0;1;2;459549;481088;09;940637
84;2020-S23;3;5;8;487711;511905;19;999616
84;2020-S23;17;13;30;443824;451094;29;894918
84;2020-S23;11;9;20;512522;493262;39;1005784
84;2020-S23;12;3;15;520248;515106;49;1035354
84;2020-S23;12;6;18;529611;514848;59;1044459
84;2020-S23;7;5;12;486720;439940;69;926660
84;2020-S23;8;3;11;372151;315211;79;687362
84;2020-S23;20;9;29;237198;150524;89;387722
84;2020-S23;26;8;34;81185;28680;90;109865
84;2020-S23;116;63;185;4130719;3901658;0;8032377
93;2020-S23;4;0;5;268834;283093;09;551927
93;2020-S23;4;1;5;280751;296087;19;576838
93;2020-S23;12;19;32;254404;255552;29;509956
93;2020-S23;22;34;60;310704;288398;39;599102
93;2020-S23;15;34;54;325559;305827;49;631386
93;2020-S23;12;20;32;353104;325389;59;678493
93;2020-S23;8;14;23;336327;296459;69;632786
93;2020-S23;9;12;22;279820;229699;79;509519
93;2020-S23;18;11;29;171274;113716;89;284990
93;2020-S23;17;4;21;58896;21758;90;80654
93;2020-S23;121;149;284;2639673;2415978;0;5055651
94;2020-S23;0;0;0;16311;17433;09;33744
94;2020-S23;0;0;0;16679;18132;19;34811
94;2020-S23;0;0;0;16782;16579;29;33361
94;2020-S23;0;1;1;23044;20580;39;43624
94;2020-S23;1;0;1;23065;22140;49;45205
94;2020-S23;0;1;1;24549;23421;59;47970
94;2020-S23;0;0;0;23212;21883;69;45095
94;2020-S23;0;0;0;19544;17141;79;36685
94;2020-S23;1;1;2;11227;8178;89;19405
94;2020-S23;1;1;2;3332;1447;90;4779
94;2020-S23;3;4;7;177745;166934;0;344679
01;2020-S24;0;0;0;19979;20155;09;40134
01;2020-S24;0;0;0;24994;25489;19;50483
01;2020-S24;0;0;1;17868;16690;29;34558
01;2020-S24;0;0;0;22328;14821;39;37149
01;2020-S24;0;0;0;28652;20276;49;48928
01;2020-S24;1;0;2;33264;27260;59;60524
01;2020-S24;0;0;0;27135;23978;69;51113
01;2020-S24;0;0;1;18401;14661;79;33062
01;2020-S24;0;0;0;9633;6375;89;16008
01;2020-S24;0;0;0;3410;1510;90;4920
01;2020-S24;1;0;4;205664;171215;0;376879
02;2020-S24;1;0;1;16881;17110;09;33991
02;2020-S24;1;1;2;21410;21604;19;43014
02;2020-S24;5;1;6;16017;15479;29;31496
02;2020-S24;0;0;0;19825;14455;39;34280
02;2020-S24;3;1;4;24719;18248;49;42967
02;2020-S24;1;0;1;34361;28310;59;62671
02;2020-S24;0;2;3;28061;24495;69;52556
02;2020-S24;0;0;0;18231;15278;79;33509
02;2020-S24;0;0;0;11090;7677;89;18767
02;2020-S24;0;0;0;3992;1506;90;5498
02;2020-S24;11;5;17;194587;164162;0;358749
03;2020-S24;25;27;56;31123;30920;09;62043
03;2020-S24;32;37;73;29370;29268;19;58638
03;2020-S24;51;37;95;21458;18963;29;40421
03;2020-S24;73;58;136;21276;18326;39;39602
03;2020-S24;44;32;77;18164;16593;49;34757
03;2020-S24;23;29;53;13469;13557;59;27026
03;2020-S24;20;18;39;8776;8670;69;17446
03;2020-S24;13;12;25;3777;3591;79;7368
03;2020-S24;6;3;9;1649;1072;89;2721
03;2020-S24;0;0;0;485;184;90;669
03;2020-S24;287;253;563;149547;141144;0;290691
04;2020-S24;1;0;1;60314;61377;09;121691
04;2020-S24;1;1;2;66065;68387;19;134452
04;2020-S24;1;1;2;51059;47156;29;98215
04;2020-S24;1;0;1;58788;45780;39;104568
04;2020-S24;1;0;1;61408;52207;49;113615
04;2020-S24;0;2;2;64838;60759;59;125597
04;2020-S24;0;1;1;47008;42843;69;89851
04;2020-S24;1;0;1;25509;21184;79;46693
04;2020-S24;0;0;0;13168;7647;89;20815
04;2020-S24;0;0;0;3209;1253;90;4462
04;2020-S24;6;5;11;451366;408593;0;859959
05;2020-S24;0;0;0;362.366008612902;341.338819562748;09;703.704828175651
05;2020-S24;0;0;0;353.376145114279;370.349735405642;19;723.725880519921
05;2020-S24;0;0;0;218.593559489256;256.539602589476;29;475.133162078732
05;2020-S24;0;0;0;404.225408693299;360.321910454353;39;764.547319147651
