reg;week;P_f;P_h;P;pop_f;pop_h;cl_age90;pop
75;2020-S42;330;326;656;425623;384060;69;809683
75;2020-S42;192;189;381;325086;276298;79;601384
75;2020-S42;159;119;278;213986;139308;89;353294
75;2020-S42;112;38;150;77600;28200;90;105800
75;2020-S42;3793;3506;7319;3113538;2886444;0;5999982
76;2020-S42;139;125;274;305956;318589;09;624545
76;2020-S42;961;894;1878;338942;356969;19;695911
76;2020-S42;1439;1288;2730;316210;319570;29;635780
76;2020-S42;1221;997;2218;356758;337587;39;694345
76;2020-S42;1280;1045;2325;376541;363812;49;740353
76;2020-S42;1157;1020;2179;402608;383750;59;786358
76;2020-S42;707;691;1398;394889;358997;69;753886
76;2020-S42;410;430;840;308664;263806;79;572470
76;2020-S42;378;228;606;195838;129272;89;325110
76;2020-S42;280;82;362;69372;26728;90;96100
76;2020-S42;7981;6808;14827;3065778;2859080;0;5924858
84;2020-S42;343;356;703;459549;481088;09;940637
84;2020-S42;2123;2267;4423;487711;511905;19;999616
84;2020-S42;3299;2800;6102;443824;451094;29;894918
84;2020-S42;2950;2473;5427;512522;493262;39;1005784
84;2020-S42;2871;2428;5304;520248;515106;49;1035354
84;2020-S42;2482;2243;4728;529611;514848;59;1044459
84;2020-S42;1552;1443;2997;486720;439940;69;926660
84;2020-S42;948;1004;1954;372151;315211;79;687362
84;2020-S42;875;571;1446;237198;150524;89;387722
84;2020-S42;648;208;856;81185;28680;90;109865
84;2020-S42;18093;15796;33945;4130719;3901658;0;8032377
93;2020-S42;128;138;267;268834;283093;09;551927
93;2020-S42;701;694;1402;280751;296087;19;576838
93;2020-S42;1046;888;1936;254404;255552;29;509956
93;2020-S42;1097;802;1902;310704;288398;39;599102
93;2020-S42;1073;931;2006;325559;305827;49;631386
93;2020-S42;1081;905;1987;353104;325389;59;678493
93;2020-S42;698;629;1327;336327;296459;69;632786
93;2020-S42;427;395;822;279820;229699;79;509519
93;2020-S42;406;253;659;171274;113716;89;284990
93;2020-S42;304;81;385;58896;21758;90;80654
93;2020-S42;6968;5722;12706;2639673;2415978;0;5055651
94;2020-S42;2;7;9;16311;17433;09;33744
94;2020-S42;29;33;62;16679;18132;19;34811
94;2020-S42;68;61;129;16782;16579;29;33361
94;2020-S42;66;58;124;23044;20580;39;43624
94;2020-S42;46;56;102;23065;22140;49;45205
94;2020-S42;67;53;120;24549;23421;59;47970
94;2020-S42;36;47;83;23212;21883;69;45095
94;2020-S42;24;26;50;19544;17141;79;36685
94;2020-S42;14;9;23;11227;8178;89;19405
94;2020-S42;5;1;6;3332;1447;90;4779
94;2020-S42;357;351;708;177745;166934;0;344679
01;2020-S43;2;3;5;19979;20155;09;40134
01;2020-S43;19;10;29;24994;25489;19;50483
01;2020-S43;20;11;31;17868;16690;29;34558
01;2020-S43;32;15;47;22328;14821;39;37149
01;2020-S43;22;27;49;28652;20276;49;48928
01;2020-S43;24;19;43;33264;27260;59;60524
01;2020-S43;22;19;41;27135;23978;69;51113
01;2020-S43;11;9;20;18401;14661;79;33062
01;2020-S43;2;4;6;9633;6375;89;16008
01;2020-S43;2;1;3;3410;1510;90;4920
01;2020-S43;156;118;274;205664;171215;0;376879
02;2020-S43;11;11;22;16881;17110;09;33991
02;2020-S43;46;57;103;21410;21604;19;43014
02;2020-S43;46;61;107;16017;15479;29;31496
02;2020-S43;74;45;119;19825;14455;39;34280
02;2020-S43;73;56;131;24719;18248;49;42967
02;2020-S43;87;66;155;34361;28310;59;62671
02;2020-S43;47;40;87;28061;24495;69;52556
02;2020-S43;23;19;42;18231;15278;79;33509
02;2020-S43;8;8;16;11090;7677;89;18767
02;2020-S43;5;1;6;3992;1506;90;5498
02;2020-S43;420;364;788;194587;164162;0;358749
03;2020-S43;3;0;3;31123;30920;09;62043
03;2020-S43;9;6;15;29370;29268;19;58638
03;2020-S43;19;13;33;21458;18963;29;40421
03;2020-S43;21;18;39;21276;18326;39;39602
03;2020-S43;12;13;25;18164;16593;49;34757
03;2020-S43;7;6;13;13469;13557;59;27026
03;2020-S43;5;8;13;8776;8670;69;17446
03;2020-S43;1;0;1;3777;3591;79;7368
03;2020-S43;1;0;1;1649;1072;89;2721
03;2020-S43;1;0;1;485;184;90;669
03;2020-S43;79;64;144;149547;141144;0;290691
04;2020-S43;6;6;12;60314;61377;09;121691
04;2020-S43;39;45;84;66065;68387;19;134452
04;2020-S43;56;31;87;51059;47156;29;98215
04;2020-S43;36;28;64;58788;45780;39;104568
04;2020-S43;54;34;88;61408;52207;49;113615
04;2020-S43;51;35;86;64838;60759;59;125597
04;2020-S43;19;19;38;47008;42843;69;89851
04;2020-S43;14;10;24;25509;21184;79;46693
04;2020-S43;6;3;9;13168;7647;89;20815
04;2020-S43;1;0;1;3209;1253;90;4462
04;2020-S43;282;211;493;451366;408593;0;859959
05;2020-S43;0;0;0;362.366008612902;341.338819562748;09;703.704828175651
05;2020-S43;0;0;0;353.376145114279;370.349735405642;19;723.725880519921
05;2020-S43;0;0;0;218.593559489256;256.539602589476;29;475.133162078732
05;2020-S43;0;0;0;404.225408693299;360.321910454353;39;764.547319147651
05;2020-S43;0;0;0;520.067953604221;497.108383964256;49;1017.17633756848
05;2020-S43;0;0;0;468.146063921917;510.087601910415;59;978.233665832332
05;2020-S43;0;0;0;340.368470050554;334.366842191253;69;674.735312241807
05;2020-S43;0;0;0;212.598666888387;192.597753227106;79;405.196420115493
05;2020-S43;0;0;0;148.727797095705;61.8681715431829;89;210.595968638888
05;2020-S43;0;0;0;32.9601271090696;10.9909785719784;90;43.9511056810479
05;2020-S43;0;0;0;3061.43020057959;2935.56979942041;0;5997
06;2020-S43;1;3;4;42583;42380;09;84963
06;2020-S43;9;14;23;33369;31925;19;65294
06;2020-S43;20;21;41;21571;15080;29;36651
06;2020-S43;19;15;34;21550;16147;39;37697
06;2020-S43;13;16;29;14193;13939;49;28132
06;2020-S43;10;7;17;7171;7597;59;14768
06;2020-S43;2;7;9;3629;4117;69;7746
06;2020-S43;1;2;3;1577;1457;79;3034
06;2020-S43;1;0;1;531;474;89;1005
06;2020-S43;0;0;0;88;93;90;181
06;2020-S43;76;85;161;146262;133209;0;279471
07;2020-S43;0;0;0;485;549;09;1034
07;2020-S43;0;0;0;403;432;19;835
07;2020-S43;2;1;3;764;841;29;1605
07;2020-S43;1;1;2;824;928;39;1752
07;2020-S43;0;0;0;788;1020;49;1808
07;2020-S43;1;0;1;678;870;59;1548
07;2020-S43;0;0;0;360;382;69;742
07;2020-S43;0;0;0;231;190;79;421
07;2020-S43;0;0;0;114;67;89;181
07;2020-S43;0;0;0;24;11;90;35
07;2020-S43;4;2;6;4671;5290;0;9961
08;2020-S43;0;0;0;2715.22592983026;2997.75551488675;09;5712.98144471701
08;2020-S43;0;0;0;2778.51901080978;3160.9156459093;19;5939.43465671908
08;2020-S43;2;1;3;2080.8882988764;1718.16634315323;29;3799.05464202964
08;2020-S43;2;2;4;2701.8582062647;1896.52641413317;39;4598.38462039786
08;2020-S43;5;1;6;3151.45861023308;2460.52498233809;49;5611.98359257117
08;2020-S43;5;5;10;2620.29868333099;2422.23566154656;59;5042.53434487755
08;2020-S43;3;3;6;1621.44173420671;1438.58325779464;69;3060.02499200135
08;2020-S43;0;0;0;626.575909335673;526.358467843651;79;1152.93437717932
08;2020-S43;0;0;0;205.018522985054;140.993639349697;89;346.012162334751
08;2020-S43;0;0;0;50.0325684687745;20.62259870351;90;70.6551671722846
08;2020-S43;17;12;29;18551.3174743414;16782.6825256586;0;35334
11;2020-S43;559;577;1198;783071;811785;09;1594856
11;2020-S43;2912;2783;5893;761456;784653;19;1546109
11;2020-S43;7013;5716;12772;850145;801772;29;1651917
11;2020-S43;6160;5477;11655;914360;843488;39;1757848
11;2020-S43;5325;4766;10112;845609;826202;49;1671811
11;2020-S43;4587;4148;8748;793566;745070;59;1538636
11;2020-S43;2694;2740;5476;628649;549192;69;1177841
11;2020-S43;1225;1294;2523;434606;358356;79;792962
11;2020-S43;872;640;1516;261425;162933;89;424358
11;2020-S43;585;212;802;89253;32619;90;121872
11;2020-S43;31941;28375;60737;6362140;5916070;0;12278210
24;2020-S43;48;55;105;139720;144686;09;284406
24;2020-S43;378;387;777;152979;161185;19;314164
24;2020-S43;713;592;1306;122237;126536;29;248773
24;2020-S43;742;552;1294;150359;142009;39;292368
24;2020-S43;715;609;1326;161829;158758;49;320587
24;2020-S43;643;548;1191;172552;168011;59;340563
24;2020-S43;423;373;796;172509;158177;69;330686
24;2020-S43;255;266;521;129428;110593;79;240021
24;2020-S43;211;124;335;87342;56882;89;144224
24;2020-S43;151;65;216;31210;12071;90;43281
24;2020-S43;4280;3572;7870;1320165;1238908;0;2559073
27;2020-S43;85;112;198;143373;149679;09;293052
27;2020-S43;582;558;1141;160962;173003;19;333965
27;2020-S43;901;865;1767;133746;142254;29;276000
27;2020-S43;871;690;1561;160004;155407;39;315411
27;2020-S43;961;748;1709;172333;169564;49;341897
27;2020-S43;892;734;1626;189979;183788;59;373767
27;2020-S43;683;675;1359;192591;178206;69;370797
27;2020-S43;422;481;903;146876;127546;79;274422
27;2020-S43;403;309;712;96896;61575;89;158471
27;2020-S43;270;100;370;33148;12109;90;45257
27;2020-S43;6071;5273;11348;1429908;1353131;0;2783039
28;2020-S43;96;73;175;180735;186856;09;367591
28;2020-S43;463;415;892;200125;213621;19;413746
28;2020-S43;797;699;1497;168922;173007;29;341929
28;2020-S43;815;651;1467;196628;188487;39;385115
28;2020-S43;769;690;1460;205396;201699;49;407095
28;2020-S43;779;638;1419;222002;213866;59;435868
28;2020-S43;587;553;1140;224688;203758;69;428446
28;2020-S43;351;333;684;163192;135543;79;298735
28;2020-S43;321;171;493;109691;65377;89;175068
28;2020-S43;191;62;254;37222;12685;90;49907
28;2020-S43;5169;4285;9481;1708601;1594899;0;3303500
32;2020-S43;393;399;795;358062;373689;09;731751
32;2020-S43;1788;1635;3433;387045;406742;19;793787
32;2020-S43;2937;2469;5422;342304;348587;29;690891
32;2020-S43;2858;2505;5368;382485;369972;39;752457
32;2020-S43;2664;2369;5043;382510;376716;49;759226
32;2020-S43;2203;2111;4322;386937;376527;59;763464
32;2020-S43;1467;1380;2852;371211;330938;69;702149
32;2020-S43;979;872;1854;250542;201459;79;452001
32;2020-S43;894;464;1361;163399;89786;89;253185
32;2020-S43;560;159;719;48384;15367;90;63751
32;2020-S43;16746;14365;31174;3072879;2889783;0;5962662
44;2020-S43;176;157;335;291525;306839;09;598364
44;2020-S43;870;921;1797;320255;339504;19;659759
44;2020-S43;1970;1777;3747;302020;314428;29;616448
44;2020-S43;1535;1362;2898;342222;333292;39;675514
44;2020-S43;1347;1236;2583;349727;344491;49;694218
44;2020-S43;1380;1263;2644;381371;373239;59;754610
44;2020-S43;960;859;1820;367165;335850;69;703015
44;2020-S43;549;536;1085;250387;215436;79;465823
44;2020-S43;434;270;705;170825;105192;89;276017
44;2020-S43;267;82;350;51248;16731;90;67979
44;2020-S43;9489;8464;17966;2826745;2685002;0;5511747
52;2020-S43;93;73;169;213594;223900;09;437494
52;2020-S43;545;571;1130;240818;255197;19;496015
52;2020-S43;953;922;1877;197010;200630;29;397640
52;2020-S43;801;680;1481;231204;224885;39;456089
52;2020-S43;786;706;1492;243874;243418;49;487292
52;2020-S43;732;681;1413;244100;239116;59;483216
52;2020-S43;507;541;1048;241796;221345;69;463141
52;2020-S43;314;320;634;177805;149903;79;327708
52;2020-S43;298;184;482;119561;75822;89;195383
52;2020-S43;198;69;267;42559;15260;90;57819
52;2020-S43;5227;4747;9993;1952321;1849476;0;3801797
53;2020-S43;81;61;148;173813;182358;09;356171
53;2020-S43;307;322;640;202720;214740;19;417460
53;2020-S43;569;573;1155;163116;173196;29;336312
53;2020-S43;463;393;856;190526;187674;39;378200
53;2020-S43;454;421;876;212098;212015;49;424113
53;2020-S43;472;428;901;223699;219176;59;442875
53;2020-S43;317;305;622;227435;209274;69;436709
53;2020-S43;186;173;359;169992;140910;79;310902
53;2020-S43;152;102;254;118117;69883;89;188000
53;2020-S43;79;36;116;37370;12267;90;49637
53;2020-S43;3080;2814;5927;1718886;1621493;0;3340379
75;2020-S43;127;117;247;293104;305291;09;598395
75;2020-S43;685;729;1424;337141;357785;19;694926
75;2020-S43;1344;1248;2598;295024;300618;29;595642
75;2020-S43;1045;853;1900;347871;331233;39;679104
75;2020-S43;1058;921;1982;384742;372771;49;757513
75;2020-S43;1027;874;1903;413361;390880;59;804241
75;2020-S43;607;654;1262;425623;384060;69;809683
75;2020-S43;405;391;797;325086;276298;79;601384
75;2020-S43;407;247;654;213986;139308;89;353294
75;2020-S43;313;96;409;77600;28200;90;105800
75;2020-S43;7018;6133;13179;3113538;2886444;0;5999982
76;2020-S43;180;190;385;305956;318589;09;624545
76;2020-S43;1111;1046;2203;338942;356969;19;695911
76;2020-S43;2202;1843;4047;316210;319570;29;635780
76;2020-S43;1995;1546;3544;356758;337587;39;694345
76;2020-S43;1974;1623;3600;376541;363812;49;740353
76;2020-S43;1865;1571;3438;402608;383750;59;786358
76;2020-S43;1139;1062;2201;394889;358997;69;753886
76;2020-S43;727;653;1381;308664;263806;79;572470
76;2020-S43;632;435;1067;195838;129272;89;325110
76;2020-S43;505;150;655;69372;26728;90;96100
76;2020-S43;12347;10131;22550;3065778;2859080;0;5924858
84;2020-S43;469;525;1001;459549;481088;09;940637
84;2020-S43;2943;2822;5814;487711;511905;19;999616
84;2020-S43;5433;4550;9995;443824;451094;29;894918
84;2020-S43;5101;4177;9287;512522;493262;39;1005784
84;2020-S43;5055;4266;9323;520248;515106;49;1035354
84;2020-S43;4603;4240;8847;529611;514848;59;1044459
84;2020-S43;2892;2663;5558;486720;439940;69;926660
84;2020-S43;1854;1815;3669;372151;315211;79;687362
84;2020-S43;1782;1073;2855;237198;150524;89;387722
84;2020-S43;1225;385;1610;81185;28680;90;109865
84;2020-S43;31359;26523;57970;4130719;3901658;0;8032377
93;2020-S43;187;198;387;268834;283093;09;551927
93;2020-S43;905;916;1826;280751;296087;19;576838
93;2020-S43;1900;1432;3336;254404;255552;29;509956
93;2020-S43;1938;1598;3537;310704;288398;39;599102
93;2020-S43;1905;1570;3478;325559;305827;49;631386
93;2020-S43;1879;1562;3445;353104;325389;59;678493
93;2020-S43;1177;1211;2389;336327;296459;69;632786
93;2020-S43;824;783;1607;279820;229699;79;509519
93;2020-S43;758;452;1210;171274;113716;89;284990
93;2020-S43;581;178;760;58896;21758;90;80654
93;2020-S43;12064;9905;21990;2639673;2415978;0;5055651
94;2020-S43;7;11;19;16311;17433;09;33744
94;2020-S43;36;34;71;16679;18132;19;34811
94;2020-S43;88;73;161;16782;16579;29;33361
94;2020-S43;65;73;138;23044;20580;39;43624
94;2020-S43;68;77;145;23065;22140;49;45205
94;2020-S43;67;66;133;24549;23421;59;47970
94;2020-S43;71;63;134;23212;21883;69;45095
94;2020-S43;29;37;66;19544;17141;79;36685
94;2020-S43;23;20;43;11227;8178;89;19405
94;2020-S43;8;3;11;3332;1447;90;4779
94;2020-S43;463;457;922;177745;166934;0;344679
01;2020-S44;2;2;4;19979;20155;09;40134
01;2020-S44;7;9;16;24994;25489;19;50483
01;2020-S44;23;13;36;17868;16690;29;34558
01;2020-S44;23;17;40;22328;14821;39;37149
01;2020-S44;34;15;49;28652;20276;49;48928
01;2020-S44;33;36;69;33264;27260;59;60524
01;2020-S44;21;28;50;27135;23978;69;51113
01;2020-S44;9;7;16;18401;14661;79;33062
01;2020-S44;6;4;10;9633;6375;89;16008
01;2020-S44;1;2;3;3410;1510;90;4920
01;2020-S44;159;133;293;205664;171215;0;376879
02;2020-S44;8;3;11;16881;17110;09;33991
02;2020-S44;53;38;92;21410;21604;19;43014
02;2020-S44;61;49;110;16017;15479;29;31496
02;2020-S44;70;49;119;19825;14455;39;34280
02;2020-S44;73;43;117;24719;18248;49;42967
02;2020-S44;77;66;144;34361;28310;59;62671
02;2020-S44;51;47;98;28061;24495;69;52556
02;2020-S44;21;14;36;18231;15278;79;33509
02;2020-S44;10;6;16;11090;7677;89;18767
02;2020-S44;8;1;9;3992;1506;90;5498
02;2020-S44;432;316;752;194587;164162;0;358749
03;2020-S44;1;0;1;31123;30920;09;62043
03;2020-S44;5;7;12;29370;29268;19;58638
03;2020-S44;17;17;34;21458;18963;29;40421
03;2020-S44;12;18;30;21276;18326;39;39602
03;2020-S44;8;8;16;18164;16593;49;34757
03;2020-S44;9;8;18;13469;13557;59;27026
03;2020-S44;1;9;10;8776;8670;69;17446
03;2020-S44;2;1;3;3777;3591;79;7368
03;2020-S44;0;0;0;1649;1072;89;2721
03;2020-S44;0;0;0;485;184;90;669
03;2020-S44;55;68;124;149547;141144;0;290691
04;2020-S44;16;9;25;60314;61377;09;121691
04;2020-S44;60;35;95;66065;68387;19;134452
04;2020-S44;55;42;97;51059;47156;29;98215
04;2020-S44;63;35;98;58788;45780;39;104568
04;2020-S44;50;39;89;61408;52207;49;113615
04;2020-S44;50;48;98;64838;60759;59;125597
04;2020-S44;28;26;54;47008;42843;69;89851
04;2020-S44;12;10;22;25509;21184;79;46693
04;2020-S44;8;10;18;13168;7647;89;20815
04;2020-S44;3;1;4;3209;1253;90;4462
04;2020-S44;345;255;600;451366;408593;0;859959
05;2020-S44;0;0;0;362.366008612902;341.338819562748;09;703.704828175651
05;2020-S44;0;0;0;353.376145114279;370.349735405642;19;723.725880519921
05;2020-S44;0;0;0;218.593559489256;256.539602589476;29;475.133162078732
05;2020-S44;1;0;1;404.225408693299;360.321910454353;39;764.547319147651
05;2020-S44;0;0;0;520.067953604221;497.108383964256;49;1017.17633756848
05;2020-S44;1;0;1;468.146063921917;510.087601910415;59;978.233665832332
05;2020-S44;0;0;0;340.368470050554;334.366842191253;69;674.735312241807
05;2020-S44;0;0;0;212.598666888387;192.597753227106;79;405.196420115493
05;2020-S44;0;0;0;148.727797095705;61.8681715431829;89;210.595968638888
05;2020-S44;0;0;0;32.9601271090696;10.9909785719784;90;43.9511056810479
05;2020-S44;2;0;2;3061.43020057959;2935.56979942041;0;5997
06;2020-S44;1;0;2;42583;42380;09;84963
06;2020-S44;22;18;40;33369;31925;19;65294
06;2020-S44;21;16;37;21571;15080;29;36651
06;2020-S44;26;8;34;21550;16147;39;37697
06;2020-S44;21;16;37;14193;13939;49;28132
06;2020-S44;9;6;15;7171;7597;59;14768
06;2020-S44;5;6;11;3629;4117;69;7746
06;2020-S44;1;6;7;1577;1457;79;3034
06;2020-S44;2;1;3;531;474;89;1005
06;2020-S44;0;0;0;88;93;90;181
06;2020-S44;108;77;186;146262;133209;0;279471
07;2020-S44;0;0;0;485;549;09;1034
07;2020-S44;0;0;0;403;432;19;835
07;2020-S44;0;2;2;764;841;29;1605
07;2020-S44;0;2;2;824;928;39;1752
07;2020-S44;2;1;3;788;1020;49;1808
07;2020-S44;1;1;2;678;870;59;1548
07;2020-S44;0;0;0;360;382;69;742
07;2020-S44;1;1;2;231;190;79;421
07;2020-S44;0;0;0;114;67;89;181
07;2020-S44;0;0;0;24;11;90;35
07;2020-S44;4;7;11;4671;5290;0;9961
08;2020-S44;0;0;0;2715.22592983026;2997.75551488675;09;5712.98144471701
08;2020-S44;5;3;8;2778.51901080978;3160.9156459093;19;5939.43465671908
08;2020-S44;3;2;5;2080.8882988764;1718.16634315323;29;3799.05464202964
08;2020-S44;2;2;4;2701.8582062647;1896.52641413317;39;4598.38462039786
08;2020-S44;7;2;9;3151.45861023308;2460.52498233809;49;5611.98359257117
08;2020-S44;5;7;12;2620.29868333099;2422.23566154656;59;5042.53434487755
08;2020-S44;4;4;8;1621.44173420671;1438.58325779464;69;3060.02499200135
08;2020-S44;0;1;1;626.575909335673;526.358467843651;79;1152.93437717932
08;2020-S44;0;0;0;205.018522985054;140.993639349697;89;346.012162334751
08;2020-S44;0;0;0;50.0325684687745;20.62259870351;90;70.6551671722846
08;2020-S44;26;21;47;18551.3174743414;16782.6825256586;0;35334
11;2020-S44;668;708;1472;783071;811785;09;1594856
11;2020-S44;3437;3123;6794;761456;784653;19;1546109
11;2020-S44;6707;5371;12113;850145;801772;29;1651917
11;2020-S44;6351;5263;11646;914360;843488;39;1757848
11;2020-S44;5713;4838;10590;845609;826202;49;1671811
11;2020-S44;4966;4456;9444;793566;745070;59;1538636
11;2020-S44;3412;3216;6682;628649;549192;69;1177841
11;2020-S44;1524;1522;3058;434606;358356;79;792962
11;2020-S44;1046;757;1809;261425;162933;89;424358
11;2020-S44;569;210;783;89253;32619;90;121872
11;2020-S44;34413;29486;64487;6362140;5916070;0;12278210
24;2020-S44;75;73;151;139720;144686;09;284406
24;2020-S44;508;530;1053;152979;161185;19;314164
24;2020-S44;899;677;1576;122237;126536;29;248773
24;2020-S44;876;724;1601;150359;142009;39;292368
24;2020-S44;942;715;1657;161829;158758;49;320587
24;2020-S44;803;737;1540;172552;168011;59;340563
24;2020-S44;598;567;1165;172509;158177;69;330686
24;2020-S44;329;358;687;129428;110593;79;240021
24;2020-S44;267;161;428;87342;56882;89;144224
24;2020-S44;174;58;232;31210;12071;90;43281
24;2020-S44;5474;4603;10096;1320165;1238908;0;2559073
27;2020-S44;146;143;290;143373;149679;09;293052
27;2020-S44;806;765;1577;160962;173003;19;333965
27;2020-S44;1316;1117;2433;133746;142254;29;276000
27;2020-S44;1271;1025;2296;160004;155407;39;315411
27;2020-S44;1396;1162;2558;172333;169564;49;341897
27;2020-S44;1372;1148;2520;189979;183788;59;373767
27;2020-S44;980;916;1896;192591;178206;69;370797
27;2020-S44;616;634;1250;146876;127546;79;274422
27;2020-S44;518;349;867;96896;61575;89;158471
27;2020-S44;336;111;447;33148;12109;90;45257
27;2020-S44;8759;7371;16137;1429908;1353131;0;2783039
28;2020-S44;152;141;305;180735;186856;09;367591
28;2020-S44;652;584;1264;200125;213621;19;413746
28;2020-S44;967;765;1734;168922;173007;29;341929
28;2020-S44;1053;773;1827;196628;188487;39;385115
28;2020-S44;996;771;1768;205396;201699;49;407095
28;2020-S44;987;840;1828;222002;213866;59;435868
28;2020-S44;813;641;1455;224688;203758;69;428446
28;2020-S44;446;459;905;163192;135543;79;298735
28;2020-S44;465;230;695;109691;65377;89;175068
28;2020-S44;275;68;343;37222;12685;90;49907
28;2020-S44;6806;5273;12125;1708601;1594899;0;3303500
32;2020-S44;517;542;1060;358062;373689;09;731751
32;2020-S44;2285;2175;4467;387045;406742;19;793787
32;2020-S44;3227;2656;5891;342304;348587;29;690891
32;2020-S44;3201;2723;5931;382485;369972;39;752457
32;2020-S44;3103;2710;5817;382510;376716;49;759226
32;2020-S44;2716;2528;5247;386937;376527;59;763464
32;2020-S44;1853;1725;3580;371211;330938;69;702149
32;2020-S44;1232;1087;2322;250542;201459;79;452001
32;2020-S44;954;520;1474;163399;89786;89;253185
32;2020-S44;544;171;715;48384;15367;90;63751
32;2020-S44;19637;16842;36515;3072879;2889783;0;5962662
44;2020-S44;275;305;584;291525;306839;09;598364
44;2020-S44;1312;1408;2730;320255;339504;19;659759
44;2020-S44;2387;2179;4570;302020;314428;29;616448
44;2020-S44;2098;1902;4007;342222;333292;39;675514
44;2020-S44;2018;1710;3731;349727;344491;49;694218
44;2020-S44;1957;1894;3857;381371;373239;59;754610
44;2020-S44;1341;1347;2695;367165;335850;69;703015
44;2020-S44;814;823;1640;250387;215436;79;465823
44;2020-S44;652;430;1082;170825;105192;89;276017
44;2020-S44;327;106;434;51248;16731;90;67979
44;2020-S44;13181;12105;25331;2826745;2685002;0;5511747
52;2020-S44;133;116;262;213594;223900;09;437494
52;2020-S44;824;743;1602;240818;255197;19;496015
52;2020-S44;1192;1053;2247;197010;200630;29;397640
52;2020-S44;1105;960;2069;231204;224885;39;456089
52;2020-S44;1125;951;2076;243874;243418;49;487292
52;2020-S44;1013;883;1897;244100;239116;59;483216
52;2020-S44;731;660;1392;241796;221345;69;463141
52;2020-S44;505;473;978;177805;149903;79;327708
52;2020-S44;448;296;744;119561;75822;89;195383
52;2020-S44;320;121;441;42559;15260;90;57819
52;2020-S44;7396;6256;13708;1952321;1849476;0;3801797
53;2020-S44;108;119;236;173813;182358;09;356171
53;2020-S44;453;449;913;202720;214740;19;417460
53;2020-S44;773;606;1399;163116;173196;29;336312
53;2020-S44;625;519;1144;190526;187674;39;378200
53;2020-S44;648;526;1175;212098;212015;49;424113
53;2020-S44;593;516;1109;223699;219176;59;442875
53;2020-S44;404;431;835;227435;209274;69;436709
53;2020-S44;254;238;492;169992;140910;79;310902
53;2020-S44;194;103;297;118117;69883;89;188000
53;2020-S44;88;43;133;37370;12267;90;49637
53;2020-S44;4140;3550;7733;1718886;1621493;0;3340379
75;2020-S44;181;212;406;293104;305291;09;598395
75;2020-S44;918;881;1823;337141;357785;19;694926
75;2020-S44;1662;1377;3046;295024;300618;29;595642
75;2020-S44;1443;1198;2645;347871;331233;39;679104
75;2020-S44;1483;1242;2726;384742;372771;49;757513
75;2020-S44;1348;1237;2586;413361;390880;59;804241
75;2020-S44;945;883;1834;425623;384060;69;809683
75;2020-S44;618;583;1204;325086;276298;79;601384
75;2020-S44;569;425;995;213986;139308;89;353294
75;2020-S44;456;133;590;77600;28200;90;105800
75;2020-S44;9624;8176;17861;3113538;2886444;0;5999982
76;2020-S44;262;243;527;305956;318589;09;624545
76;2020-S44;1364;1263;2684;338942;356969;19;695911
76;2020-S44;2159;1782;3945;316210;319570;29;635780
76;2020-S44;2127;1685;3816;356758;337587;39;694345
76;2020-S44;2270;1848;4122;376541;363812;49;740353
76;2020-S44;2051;1831;3888;402608;383750;59;786358
76;2020-S44;1417;1367;2788;394889;358997;69;753886
76;2020-S44;923;906;1831;308664;263806;79;572470
76;2020-S44;731;517;1249;195838;129272;89;325110
76;2020-S44;540;193;734;69372;26728;90;96100
76;2020-S44;13856;11646;25607;3065778;2859080;0;5924858
84;2020-S44;664;679;1363;459549;481088;09;940637
84;2020-S44;3733;3622;7419;487711;511905;19;999616
84;2020-S44;6162;5074;11251;443824;451094;29;894918
84;2020-S44;6229;5094;11332;512522;493262;39;1005784
84;2020-S44;6343;5128;11476;520248;515106;49;1035354
84;2020-S44;6055;5250;11310;529611;514848;59;1044459
84;2020-S44;3725;3440;7168;486720;439940;69;926660
84;2020-S44;2543;2473;5018;372151;315211;79;687362
84;2020-S44;2322;1524;3846;237198;150524;89;387722
84;2020-S44;1722;507;2229;81185;28680;90;109865
84;2020-S44;39501;32795;72421;4130719;3901658;0;8032377
93;2020-S44;266;306;575;268834;283093;09;551927
93;2020-S44;1345;1236;2587;280751;296087;19;576838
93;2020-S44;2155;1677;3835;254404;255552;29;509956
93;2020-S44;2406;1845;4256;310704;288398;39;599102
93;2020-S44;2492;1911;4410;325559;305827;49;631386
93;2020-S44;2373;2064;4439;353104;325389;59;678493
93;2020-S44;1563;1465;3031;336327;296459;69;632786
93;2020-S44;1070;1045;2116;279820;229699;79;509519
93;2020-S44;894;569;1463;171274;113716;89;284990
93;2020-S44;597;195;792;58896;21758;90;80654
93;2020-S44;15169;12322;27521;2639673;2415978;0;5055651
94;2020-S44;16;19;35;16311;17433;09;33744
94;2020-S44;67;63;131;16679;18132;19;34811
94;2020-S44;121;102;223;16782;16579;29;33361
94;2020-S44;128;114;242;23044;20580;39;43624
94;2020-S44;115;107;222;23065;22140;49;45205
94;2020-S44;117;117;234;24549;23421;59;47970
94;2020-S44;74;89;163;23212;21883;69;45095
94;2020-S44;61;43;104;19544;17141;79;36685
94;2020-S44;25;18;43;11227;8178;89;19405
94;2020-S44;12;5;17;3332;1447;90;4779
94;2020-S44;740;678;1419;177745;166934;0;344679
01;2020-S45;0;2;2;19979;20155;09;40134
01;2020-S45;11;6;17;24994;25489;19;50483
01;2020-S45;8;6;14;17868;16690;29;34558
